-4.868520 -1.080833
-4.855633 -1.116687
-4.763401 -1.493155
-3.092351 -3.924672
-3.899080 -3.126815
-3.862927 -3.165068
-4.393962 -2.380876
-4.198567 -2.708823
-2.434357 -4.360742
-3.717463 -3.340111
-2.297292 -4.436503
-4.336508 -2.480060
-4.760025 -1.503571
-2.143442 -4.513131
-3.824230 -3.214920
-4.720546 -1.629944
-4.732503 -1.596741
-3.170528 -3.864378
-3.179833 -3.856050
-2.227676 -4.472588
-2.326164 -4.415999
-3.694582 -3.367588
-2.607163 -4.262362
-4.735423 -1.588442
-2.079962 -4.541224
-4.375579 -2.415754
-2.101328 -4.531073
-4.353949 -2.453910
-2.205445 -4.482208
-3.318104 -3.733330
-2.541350 -4.303188
-4.126958 -2.816130
-3.918679 -3.097630
-2.508668 -4.322688
-3.783820 -3.262007
-3.934625 -3.077852
-2.303776 -4.429955
-2.388011 -4.389412
-4.057250 -2.920165
-3.727579 -3.331611
-4.188416 -2.723123
-3.943077 -3.069577
-3.323141 -3.728138
-2.610219 -4.260616
-4.294822 -2.556156
-4.281029 -2.576121
-3.207613 -3.830862
-3.464889 -3.599730
-3.666870 -3.397176
-3.149578 -3.881341
-2.691561 -4.206477
-4.257204 -2.615272
-2.560817 -4.291032
-2.407342 -4.377202
-2.535157 -4.305453
-2.498060 -4.330111
-2.652237 -4.230068
-3.739775 -3.316196
-3.639659 -3.424049
-4.363927 -2.436363
-2.918224 -4.054016
-3.634621 -3.429242
-3.960457 -3.042809
-3.402092 -3.655363
-3.985295 -3.015108
-3.734737 -3.321389
-4.713447 -1.646958
-4.676857 -1.743009
-3.433850 -3.627460
-2.580674 -4.279597
-4.306474 -2.535547
-4.040865 -2.940323
-3.851908 -3.178867
-2.413826 -4.370655
-4.320004 -2.516788
-3.116476 -3.909341
-3.450546 -3.613251
-2.646487 -4.238771
-3.137425 -3.892377
-4.228380 -2.660304
-4.331656 -2.496179
-4.706809 -1.662587
-3.514774 -3.548462
-3.290324 -3.758518
-3.286056 -3.761653
-4.654147 -1.791950
-3.614966 -3.447930
-4.502353 -2.159797
-3.913487 -3.108049
-3.037471 -3.968341
-2.563873 -4.289285
-3.264612 -3.780636
-3.455584 -3.608058
-3.459852 -3.604923
-3.124953 -3.899719
-2.213058 -4.477046
-4.021953 -2.962406
-3.978782 -3.024448
-2.763985 -4.158134
-4.036085 -2.946877
-3.916885 -3.099706
-4.703480 -1.674512
-3.804804 -3.237590
-3.689544 -3.372781
-4.700560 -1.682811
-4.027072 -2.960287
-4.223749 -2.669455
-3.269650 -3.775443
-2.300349 -4.434756
-3.756160 -3.290259
-3.755902 -3.294677
-4.037224 -2.945987
-4.324857 -2.500669
-3.960043 -3.045941
-3.957617 -3.051161
-3.120190 -3.904873
-3.935797 -3.077623
-2.410398 -4.375456
-2.158047 -4.503668
-4.720581 -1.628089
-4.756785 -1.524468
-2.290242 -4.443447
-2.641627 -4.240919
-2.328756 -4.415947
-3.509882 -3.556649
-2.243193 -4.467131
-3.953045 -3.058198
-3.974917 -3.029185
-3.583421 -3.484496
-4.445293 -2.282567
-3.849839 -3.183897
-2.275337 -4.450938
-2.466831 -4.342742
-3.572356 -3.493499
-3.556786 -3.508604
-3.051108 -3.957996
-2.769926 -4.153784
-2.741029 -4.180831
-3.885910 -3.140910
-3.923075 -3.091737
-2.400509 -4.381173
-3.700567 -3.354475
-3.598277 -3.469486
-3.643241 -3.422708
-4.206229 -2.698886
-3.094053 -3.924520
-4.705277 -1.663631
-3.830051 -3.209601
-4.680086 -1.739494
-3.986544 -3.009107
-2.917718 -4.056699
-4.109538 -2.841313
-3.735454 -3.317955
-3.467127 -3.599107
-3.559815 -3.507146
-3.951807 -3.058213
-3.842110 -3.192103
-3.676079 -3.381850
-3.268474 -3.776234
-3.538457 -3.531274
-4.648112 -1.811421
-2.886411 -4.080687
-4.184879 -2.732051
-2.933320 -4.046535
-4.666689 -1.769156
-3.489471 -3.579901
-3.881893 -3.147049
-2.967948 -4.020319
-2.980987 -4.008415
-2.825267 -4.121205
-4.454354 -2.263697
-4.323228 -2.502055
-4.170130 -2.753106
-2.811151 -4.130413
-2.845157 -4.107166
-3.658057 -3.402752
-2.799750 -4.139268
-2.677475 -4.218290
-2.953211 -4.032496
-3.027015 -3.973342
-4.398828 -2.366648
-3.875050 -3.155177
-4.479741 -2.210842
-2.883090 -4.082915
-4.504105 -2.156430
-3.533488 -3.533998
-4.255538 -2.617482
-4.162791 -2.762569
-4.368034 -2.422074
-2.909227 -4.061882
-3.085736 -3.931779
-3.155319 -3.871659
-2.691314 -4.209386
-2.858997 -4.098262
-4.475405 -2.221634
-3.836894 -3.201473
-3.994712 -3.000132
-2.863199 -4.096954
-4.481648 -2.204961
-3.664496 -3.397462
-2.431013 -4.361884
-3.355854 -3.700020
-3.151908 -3.875011
-4.001556 -2.992004
-4.200622 -2.706999
-4.134210 -2.804825
-4.081845 -2.879944
-3.400412 -3.656081
-2.839106 -4.112301
-4.191921 -2.721576
-3.872965 -3.158485
-3.652068 -3.407340
-3.023932 -3.974939
-3.267527 -3.777110
-4.197528 -2.713463
-4.193580 -2.717475
-4.480101 -2.206549
-3.201355 -3.833878
-3.987781 -3.009091
-1.194811 -4.848614
-2.546271 -4.301333
-4.242141 -2.637523
-4.520941 -2.126263
-2.128146 -4.515240
-2.459166 -4.344998
-3.150336 -3.875527
-4.220615 -2.679901
-3.923277 -3.089597
-3.673050 -3.386203
-3.451095 -3.612455
-2.006816 -4.569585
-2.428762 -4.367239
-3.512910 -3.555110
-3.799152 -3.247044
-3.781664 -3.263137
-3.644251 -3.416179
-4.370434 -2.421841
-4.510364 -2.151651
-4.497111 -2.179156
-2.405214 -4.379817
-3.971035 -3.032089
-2.393099 -4.387172
-2.614032 -4.257035
-3.071017 -3.942077
-3.520964 -3.545549
-3.586460 -3.474175
-3.265280 -3.778579
-4.268063 -2.598114
-3.982347 -3.018205
-4.182107 -2.734300
-4.168979 -2.753301
-3.964072 -3.039610
-3.882045 -3.146981
-3.497611 -3.569556
-3.015679 -3.985079
-2.654567 -4.229702
-3.059799 -3.951738
